日期,证券代码,证券名称,现金流量比例,股息率,回购比例
2020/12/31,0019.HK,太古股份公司A,0.030126136,6.9767,0.0000
2020/12/31,0023.HK,东亚银行,0.009476727,2.7778,0.0000
2020/12/31,0027.HK,银河娱乐,0.057837415,1.5104,0.0000
2020/12/31,0066.HK,港铁公司,0.020421641,2.8374,0.0000
2020/12/31,0083.HK,信和置业,0.063596639,5.4455,0.0000
2020/12/31,0101.HK,恒隆地产,-0.054367066,3.7164,0.0000
2020/12/31,0123.HK,越秀地产,0.033167577,6.5385,0.0000
2020/12/31,0135.HK,昆仑能源,0.056117697,4.2194,0.0000
2020/12/31,0144.HK,招商局港口,0.036547998,8.4299,0.0000
2020/12/31,0148.HK,建滔集团,0.074725609,4.2202,0.0017
2020/12/31,0151.HK,中国旺旺,0.069447732,5.7522,0.0183
2020/12/31,0152.HK,深圳国际,0.044153781,9.3450,0.0000
2020/12/31,0165.HK,中国光大控股,-0.052653084,4.6243,0.0000
2020/12/31,0168.HK,青岛啤酒股份,0.038894643,0.7266,0.0000
2020/12/31,0175.HK,吉利汽车,0.028617175,0.9434,0.0000
2020/12/31,0177.HK,江苏宁沪高速公路,0.011971981,5.8028,0.0000
2020/12/31,0200.HK,新濠国际发展,0.064048098,0.6048,0.0000
2020/12/31,0220.HK,统一企业中国,0.055611125,4.3802,0.0000
2020/12/31,0241.HK,阿里健康,0.001849961,0.0000,0.0000
2020/12/31,0257.HK,光大环境,-0.139551896,5.9361,0.0000
2020/12/31,0267.HK,中信股份,0.020185914,8.4699,0.0000
2020/12/31,0268.HK,金蝶国际,0.017078719,0.0380,0.0000
2020/12/31,0270.HK,粤海投资,0.03711368,4.1404,0.0000
2020/12/31,0285.HK,比亚迪电子,-0.057404635,0.1913,0.0000
2020/12/31,0288.HK,万洲国际,0.006042874,4.8462,0.0000
2020/12/31,0291.HK,华润啤酒,0.016366692,0.2563,0.0000
2020/12/31,0293.HK,国泰航空,0.016851166,2.5105,0.0000
2020/12/31,0303.HK,伟易达,0.01313401,6.8514,0.0000
2020/12/31,0322.HK,康师傅控股,0.065004467,4.9637,0.0000
2020/12/31,0338.HK,上海石油化工股份,0.108323328,7.9394,0.0000
2020/12/31,0341.HK,大家乐集团,0.070440164,1.1377,0.0000
2020/12/31,0345.HK,维他奶国际,0.005287728,1.0662,0.0000
2020/12/31,0358.HK,江西铜业股份,0.052293476,0.8949,0.0000
2020/12/31,0371.HK,北控水务集团,-0.043591432,5.9295,0.0000
2020/12/31,0384.HK,中国燃气,-0.002916841,1.6234,0.0010
2020/12/31,0386.HK,中国石油化工股份,0.008853814,9.8262,0.0000
2020/12/31,0388.HK,香港交易所,0.016520238,1.5788,0.0000
2020/12/31,0390.HK,中国中铁,0.003213555,5.4058,0.0000
2020/12/31,0392.HK,北京控股,0.007902904,4.5059,0.0000
2020/12/31,0410.HK,SOHO中国,0.013109304,0.0000,0.0000
2020/12/31,0425.HK,敏实集团,0.019752185,1.6039,0.0000
2020/12/31,0489.HK,东风集团股份,-0.095701264,4.2301,0.0000
2020/12/31,0493.HK,国美零售,0.017039124,0.0000,0.0002
2020/12/31,0522.HK,ASMPT,0.040019328,1.9550,0.0000
2020/12/31,0535.HK,金地商置,0.0706684,7.0360,0.0000
2020/12/31,0548.HK,深圳高速公路股份,0.003103087,7.7909,0.0000
2020/12/31,0551.HK,裕元集团,0.009765143,6.8154,0.0000
2020/12/31,0552.HK,中国通信服务,0.050004498,5.0766,0.0000
2020/12/31,0570.HK,中国中药,0.015076163,2.7292,0.0000
2020/12/31,0586.HK,海螺创业,-0.035653926,1.7241,0.0000
2020/12/31,0598.HK,中国外运,0.034245951,4.6667,0.0000
2020/12/31,0636.HK,KLN,0.037955483,3.6471,0.0014
2020/12/31,0656.HK,复星国际,-0.001497638,3.2841,0.0146
2020/12/31,0659.HK,周大福创建,-0.057579635,8.0668,0.0000
2020/12/31,0665.HK,海通国际(退市),-0.013731859,7.1123,0.0000
2020/12/31,0667.HK,中国东方教育,0.03395617,1.1266,0.0000
2020/12/31,0669.HK,创科实业,0.000911948,0.9313,0.0000
2020/12/31,0670.HK,中国东方航空股份,0.075840097,1.6418,0.0000
2020/12/31,0683.HK,嘉里建设,-0.005345876,6.8737,0.0000
2020/12/31,0688.HK,中国海外发展,0.014509453,6.0498,0.0002
2020/12/31,0694.HK,北京首都机场股份,0.07326659,4.1252,0.0000
2020/12/31,0696.HK,中国民航信息网络,0.02476866,1.6918,0.0000
2020/12/31,0700.HK,腾讯控股,0.023367595,0.2128,0.0000
2020/12/31,0728.HK,中国电信,0.050140276,5.8140,0.0000
2020/12/31,0753.HK,中国国航,0.087398029,0.7957,0.0000
2020/12/31,0754.HK,合生创展集团,0.017680354,2.0243,0.0226
2020/12/31,0762.HK,中国联通,0.086907593,3.6373,0.0000
2020/12/31,0772.HK,阅文集团,0.016739,0.0000,0.0000
2020/12/31,0780.HK,同程旅行,0.041291258,0.0000,0.0000
2020/12/31,0788.HK,中国铁塔,0.048006983,1.3942,0.0000
2020/12/31,0813.HK,世茂集团,0.069351804,5.8704,0.0000
2020/12/31,0817.HK,中国金茂,0.066846718,6.4426,0.0000
2020/12/31,0836.HK,华润电力,-0.011510419,6.5629,0.0000
2020/12/31,0839.HK,中教控股,0.019940772,1.8273,0.0000
2020/12/31,0853.HK,微创医疗,-0.005677802,0.1263,0.0000
2020/12/31,0857.HK,中国石油股份,0.017127887,6.6033,0.0000
2020/12/31,0867.HK,康哲药业,0.078756915,4.0300,0.0043
2020/12/31,0868.HK,信义玻璃,0.016775515,2.5404,0.0013
2020/12/31,0880.HK,澳博控股,-0.022705664,3.4602,0.0000
2020/12/31,0881.HK,中升控股,0.046941945,0.8145,0.0000
2020/12/31,0883.HK,中国海洋石油,0.060280387,10.8635,0.0000
2020/12/31,0884.HK,旭辉控股集团,-0.048203281,5.7839,0.0000
2020/12/31,0902.HK,华能国际电力股份,0.017108863,5.2395,0.0000
2020/12/31,0909.HK,明源云,1.387938444,0.0000,0.0000
2020/12/31,0914.HK,海螺水泥,0.099593949,4.4885,0.0000
2020/12/31,0916.HK,龙源电力,0.005478096,1.5084,0.0000
2020/12/31,0939.HK,建设银行,0.025548325,5.9379,0.0000
2020/12/31,0941.HK,中国移动,0.02526491,7.3529,0.0000
2020/12/31,0960.HK,龙湖集团,0.053001824,2.9081,0.0000
2020/12/31,0966.HK,中国太平,0.115528027,2.1459,0.0000
2020/12/31,0968.HK,信义光能,-0.014698173,0.6914,0.0000
2020/12/31,0981.HK,中芯国际,-0.013408671,0.0000,0.0000
2020/12/31,0992.HK,联想集团,0.011155758,3.7978,0.0000
2020/12/31,0998.HK,中信银行,0.019261923,7.9357,0.0000
2020/12/31,1030.HK,新城发展,0.09117652,5.2496,0.0000
2020/12/31,1038.HK,长江基建集团,0.021443417,5.9064,0.0000
2020/12/31,1044.HK,恒安国际,0.030706193,4.5236,0.0025
2020/12/31,1055.HK,中国南方航空股份,0.053237684,0.0000,0.0000
2020/12/31,1060.HK,大麦娱乐,-0.033351877,0.0000,0.0000
2020/12/31,1066.HK,威高股份,0.028226335,0.7629,0.0000
2020/12/31,1088.HK,中国神华,0.103796474,9.4432,0.0011
2020/12/31,1093.HK,石药集团,0.014012524,2.5221,0.0000
2020/12/31,1099.HK,国药控股,0.068099947,3.4775,0.0000
2020/12/31,1109.HK,华润置地,0.039688494,3.6563,0.0000
2020/12/31,1112.HK,H&H国际控股,0.045375613,2.9617,0.0000
2020/12/31,1113.HK,长实集团,0.127709845,5.2764,0.0000
2020/12/31,1114.HK,华晨中国,-0.031084369,12.0397,0.0000
2020/12/31,1128.HK,永利澳门,0.03814169,3.4562,0.0000
2020/12/31,1171.HK,兖矿能源,0.04185831,28.1274,0.0104
2020/12/31,1177.HK,中国生物制药,0.024832438,1.0667,0.0010
2020/12/31,1186.HK,中国铁建,0.009739878,5.4175,0.0000
2020/12/31,1193.HK,华润燃气,0.032656218,2.1091,0.0000
2020/12/31,1199.HK,中远海运港口,0.004624956,5.6586,0.0000
2020/12/31,1208.HK,五矿资源,0.023366494,0.0000,0.0000
2020/12/31,1233.HK,时代中国控股,0.005010074,8.5612,0.0000
2020/12/31,1238.HK,宝龙地产,0.016791613,7.4766,0.0003
2020/12/31,1288.HK,农业银行,0.015977705,7.0106,0.0000
2020/12/31,1299.HK,友邦保险,0.00252789,1.3326,0.0000
2020/12/31,1308.HK,海丰国际,0.012273841,4.4803,0.0000
2020/12/31,1310.HK,香港宽频,0.053307534,6.2500,0.0000
2020/12/31,1313.HK,华润建材科技,0.121788675,6.8707,0.0000
2020/12/31,1316.HK,耐世特,0.006640857,3.0120,0.0000
2020/12/31,1336.HK,新华保险,0.041769569,5.0980,0.0000
2020/12/31,1339.HK,中国人民保险集团,0.033136927,5.1613,0.0000
2020/12/31,1347.HK,华虹半导体,-0.033223257,0.0000,0.0000
2020/12/31,1359.HK,中国信达,-0.021970834,7.6491,0.0000
2020/12/31,1378.HK,中国宏桥,0.099820444,4.7887,0.0000
2020/12/31,1398.HK,工商银行,0.025632554,5.7144,0.0000
2020/12/31,1458.HK,周黑鸭,0.02362815,1.3350,0.0000
2020/12/31,1530.HK,三生制药,0.050001849,0.0000,0.0005
2020/12/31,1548.HK,金斯瑞生物科技,-0.004436693,0.0000,0.0000
2020/12/31,1579.HK,颐海国际,0.013461949,0.1964,0.0000
2020/12/31,1628.HK,禹洲集团,-0.052691758,14.2857,0.0000
2020/12/31,1638.HK,佳兆业集团,-0.013072822,3.3943,0.0000
2020/12/31,1658.HK,邮储银行,0.002203234,5.2197,0.0000
2020/12/31,1691.HK,JS环球生活,0.013723968,3.8164,0.0000
2020/12/31,1717.HK,澳优,0.03255433,1.6897,0.0000
2020/12/31,1766.HK,中国中车,0.041103475,6.1611,0.0000
2020/12/31,1787.HK,山东黄金,0.000735552,0.6137,0.0000
2020/12/31,1797.HK,东方甄选,-0.021867107,0.0000,0.0000
2020/12/31,1800.HK,中国交通建设,-0.07151092,7.6042,0.0006
2020/12/31,1801.HK,信达生物,-0.060707338,0.0000,0.0000
2020/12/31,1810.HK,小米集团-W,0.060908426,0.0000,0.0012
2020/12/31,1813.HK,合景泰富集团,-0.031722838,7.6704,0.0000
2020/12/31,1816.HK,中广核电力,0.043590471,4.9713,0.0000
2020/12/31,1833.HK,平安好医生,-0.01090771,0.0000,0.0000
2020/12/31,1876.HK,百威亚太,0.002176573,0.7965,0.0000
2020/12/31,1882.HK,海天国际,0.065183397,1.4925,0.0000
2020/12/31,1888.HK,建滔积层板,0.045354054,6.3191,0.0000
2020/12/31,1896.HK,猫眼娱乐,-0.054344687,0.0000,0.0000
2020/12/31,1898.HK,中煤能源,0.059965178,5.9580,0.0000
2020/12/31,1918.HK,融创中国,0.008898067,4.6771,0.0000
2020/12/31,1919.HK,中远海控,0.055556804,0.0000,0.0000
2020/12/31,1928.HK,金沙中国有限公司,0.006016827,2.9075,0.0000
2020/12/31,1929.HK,周大福,0.057503342,2.4615,0.0000
2020/12/31,1951.HK,锦欣生殖,0.006719661,0.4304,0.0025
2020/12/31,1958.HK,北京汽车,0.235734443,6.4843,0.0000
2020/12/31,1972.HK,太古地产,0.022746845,3.9024,0.0000
2020/12/31,1988.HK,民生银行,-0.01556423,9.1626,0.0000
2020/12/31,1997.HK,九龙仓置业,0.058505051,5.0310,0.0000
2020/12/31,1999.HK,敏华控股,0.027104675,1.1296,0.0033
2020/12/31,2005.HK,石四药集团,-0.009113138,2.5000,0.0059
2020/12/31,2007.HK,碧桂园,0.006169911,5.8377,0.0000
2020/12/31,2018.HK,瑞声科技,0.009991569,0.9217,0.0000
2020/12/31,2020.HK,安踏体育,0.03192635,0.5452,0.0000
2020/12/31,2128.HK,中国联塑,0.070583861,3.2949,0.0000
2020/12/31,2186.HK,绿叶制药,-0.055345769,3.5180,0.0058
2020/12/31,2196.HK,复星医药,-0.0083238,1.1606,0.0000
2020/12/31,2238.HK,广汽集团,-0.09558263,2.5469,0.0000
2020/12/31,2269.HK,药明生物,-0.01607141,0.0000,0.0000
2020/12/31,2282.HK,美高梅中国,0.044672403,1.3288,0.0001
2020/12/31,2313.HK,申洲国际,0.016403741,1.2500,0.0000
2020/12/31,2314.HK,理文造纸,0.03448434,4.0945,0.0042
2020/12/31,2318.HK,中国平安,0.027064526,2.3792,0.0000
2020/12/31,2319.HK,蒙牛乳业,0.008836154,0.4209,0.0000
2020/12/31,2328.HK,中国财险,0.036569664,8.5895,0.0000
2020/12/31,2331.HK,李宁,0.052632592,0.3179,0.0000
2020/12/31,2333.HK,长城汽车,0.068528194,1.0317,0.0000
2020/12/31,2357.HK,中航科工,0.013001304,0.6047,0.0054
2020/12/31,2359.HK,药明康德,-1.53756E-05,0.2414,0.0000
2020/12/31,2380.HK,中国电力,-0.094555242,8.5904,0.0000
2020/12/31,2382.HK,舜宇光学科技,0.009107093,0.4773,0.0000
2020/12/31,2388.HK,中银香港,-0.102418797,6.5404,0.0000
2020/12/31,2588.HK,中银航空租赁,-0.022191289,4.1214,0.0000
2020/12/31,2600.HK,中国铝业,0.020149562,0.0000,0.0000
2020/12/31,2601.HK,中国太保,0.067333227,4.3293,0.0000
2020/12/31,2607.HK,上海医药,0.014050535,3.5230,0.0000
2020/12/31,2611.HK,国泰海通,0.034703045,3.7806,0.0000
2020/12/31,2628.HK,中国人寿,0.070850311,4.6757,0.0000
2020/12/31,2669.HK,中海物业,0.014803502,1.2376,0.0000
2020/12/31,2688.HK,新奥能源,0.030024643,1.4675,0.0000
2020/12/31,2689.HK,玖龙纸业,0.049121636,3.2900,0.0000
2020/12/31,2727.HK,上海电气,0.021291726,0.0000,0.0032
2020/12/31,2772.HK,中梁控股,-0.096681267,9.2857,0.0000
2020/12/31,2777.HK,富力地产,-0.068882098,14.0932,0.0000
2020/12/31,2799.HK,中信金融资产,0.056760103,1.4034,0.0000
2020/12/31,2858.HK,易鑫集团,0.330404341,0.0000,0.0000
2020/12/31,2869.HK,绿城服务,0.025605426,0.7837,0.0000
2020/12/31,2883.HK,中海油田服务,0.043076829,2.6604,0.0000
2020/12/31,2899.HK,紫金矿业,-0.007732344,1.2472,0.0000
2020/12/31,3311.HK,中国建筑国际,-0.025934192,7.2398,0.0000
2020/12/31,3320.HK,华润医药,0.039785731,2.7638,0.0003
2020/12/31,3323.HK,中国建材,0.104468843,4.0838,0.0000
2020/12/31,3328.HK,交通银行,-0.013332177,8.4265,0.0000
2020/12/31,3331.HK,维达国际(退市),0.043064921,1.3239,0.0000
2020/12/31,3333.HK,中国恒大(退市),-0.041621249,4.7651,0.0202
2020/12/31,3360.HK,远东宏信,0.061870523,4.1302,0.0000
2020/12/31,3380.HK,龙光集团,0.028958493,6.5354,0.0007
2020/12/31,3383.HK,雅居乐集团,-0.075751348,9.6899,0.0000
2020/12/31,3396.HK,联想控股,0.002556869,3.5509,0.0000
2020/12/31,3606.HK,福耀玻璃,0.027872741,1.9256,0.0000
2020/12/31,3618.HK,重庆农村商业银行,0.025783103,7.9510,0.0000
2020/12/31,3669.HK,永达汽车,0.065420034,0.0000,0.0000
2020/12/31,3690.HK,美团-W,0.00416037,0.0000,0.0000
2020/12/31,3692.HK,翰森制药,0.018082059,0.0000,0.0000
2020/12/31,3799.HK,达利食品(退市),0.055411904,6.9526,0.0000
2020/12/31,3808.HK,中国重汽,0.118922976,1.9697,0.0000
2020/12/31,3883.HK,中国奥园,-0.01326362,7.9708,0.0000
2020/12/31,3888.HK,金山软件,-0.018903711,0.2000,0.0000
2020/12/31,3898.HK,时代电气,0.027395872,1.4561,0.0000
2020/12/31,3900.HK,绿城中国,-0.036088214,2.8929,0.0000
2020/12/31,3908.HK,中金公司,-0.083043117,0.0000,0.0000
2020/12/31,3968.HK,招商银行,-0.002737269,2.6791,0.0000
2020/12/31,3988.HK,中国银行,-0.027355467,7.8989,0.0000
2020/12/31,3990.HK,美的置业,0.001332931,9.2379,0.0000
2020/12/31,3993.HK,洛阳钼业,-0.007975358,0.9306,0.0000
2020/12/31,3998.HK,波司登,0.011298283,2.2785,0.0084
2020/12/31,6030.HK,中信证券,-0.005658704,3.1309,0.0000
2020/12/31,6060.HK,众安在线,-0.028431206,0.0000,0.0000
2020/12/31,6066.HK,中信建投证券,0.074612494,2.5007,0.0000
2020/12/31,6088.HK,鸿腾精密,0.002994831,0.0000,0.0000
2020/12/31,6098.HK,碧桂园服务,0.044475081,0.3161,0.0000
2020/12/31,6099.HK,招商证券,-0.003971566,0.0000,0.0000
2020/12/31,6110.HK,滔搏,0.071162827,1.7802,0.0000
2020/12/31,6158.HK,正荣地产,-0.105044657,2.1413,0.0000
2020/12/31,6160.HK,百济神州,-0.010532798,0.0000,0.0000
2020/12/31,6169.HK,宇华教育,0.014284465,2.5778,0.0000
2020/12/31,6186.HK,中国飞鹤,0.041416421,1.0699,0.0000
2020/12/31,6808.HK,高鑫零售,0.018928158,1.9036,0.0000
2020/12/31,6818.HK,中国光大银行,0.014644262,7.9072,0.0000
2020/12/31,6837.HK,海通证券(退市),0.012475553,0.0000,0.0000
2020/12/31,6862.HK,海底捞,-0.00247198,0.2513,0.0000
2020/12/31,6865.HK,福莱特玻璃,-0.05480492,0.0919,0.0000
2020/12/31,6881.HK,中国银河,0.090627124,3.6048,0.0000
2020/12/31,6886.HK,华泰证券,-0.009144284,2.6918,0.0000
2020/12/31,6969.HK,思摩尔国际,0.884620957,0.0000,0.0000
2020/12/31,9633.HK,农夫山泉,0.583159748,0.0000,0.0000
2020/12/31,9668.HK,渤海银行,-0.045284271,0.0000,0.0000
2020/12/31,9926.HK,康方生物,-1.679699858,0.0000,0.0000
2020/12/31,9969.HK,诺诚健华,-0.031554793,0.0000,0.0000
2020/12/31,9990.HK,祖龙娱乐,0.074442166,0.0000,0.0000
2020/12/31,9996.HK,沛嘉医疗-B,-0.124446045,0.0000,0.0000
2020/12/31,9997.HK,康基医疗,-1.647166352,0.0000,0.0000
2020/12/31,0081.HK,中国海外宏洋集团,-0.083078005,6.1298,0.0000
2020/12/31,0136.HK,中国儒意,0.011390594,0.0000,0.0000
2020/12/31,0242.HK,信德集团,0.19343291,7.5949,0.0000
2020/12/31,0302.HK,中手游,0.008267744,1.2862,0.0000
2020/12/31,0336.HK,华宝国际,0.126458375,2.6966,0.0000
2020/12/31,0354.HK,中国软件国际,0.046656278,0.2532,0.0000
2020/12/31,0512.HK,远大医药,0.037953434,1.3953,0.0000
2020/12/31,0520.HK,呷哺呷哺,0.013967113,0.6748,0.0000
2020/12/31,0576.HK,浙江沪杭甬,-0.006796637,5.9278,0.0000
2020/12/31,0631.HK,三一国际,0.025929737,2.0690,0.0000
2020/12/31,0699!2.HK,神州租车(退市),0.067515066,0.0000,0.0000
2020/12/31,0751.HK,创维集团,-0.005432695,0.0000,0.0000
2020/12/31,0763.HK,中兴通讯,0.002169341,1.1216,0.0000
2020/12/31,0777.HK,网龙,0.072905577,2.3015,0.0115
2020/12/31,0799.HK,IGG,0.017473792,3.7685,0.0457
2020/12/31,0819.HK,天能动力,0.035952621,2.0856,0.0004
2020/12/31,0861.HK,神州控股,0.041418044,1.0063,0.0000
2020/12/31,0934.HK,中石化冠德,0.064677496,7.4074,0.0000
2020/12/31,1052.HK,越秀交通基建,0.060505485,7.3864,0.0000
2020/12/31,1070.HK,TCL电子,0.080511951,3.6420,0.0000
2020/12/31,1157.HK,中联重科,0.048137166,0.0000,0.0000
2020/12/31,1211.HK,比亚迪股份,0.006640884,0.0323,0.0000
2020/12/31,1268.HK,美东汽车,0.035881164,0.9006,0.0000
2020/12/31,1302.HK,先健科技,0.017188109,0.0000,0.0000
2020/12/31,1317.HK,枫叶教育,0.031520096,0.0000,0.0000
2020/12/31,1357.HK,美图公司,-0.00013619,0.0000,0.0000
2020/12/31,1368.HK,特步国际,0.05301249,5.1680,0.0000
2020/12/31,1448.HK,福寿园,0.043176493,1.1566,0.0000
2020/12/31,1475.HK,日清食品,0.041302168,1.8339,0.0000
2020/12/31,1478.HK,丘钛科技,0.055602144,0.7610,0.0000
2020/12/31,1508.HK,中国再保险,0.044232766,6.0169,0.0000
2020/12/31,1513.HK,丽珠医药,0.070159521,4.1688,0.0000
2020/12/31,1521.HK,方达控股,0.00055725,0.0000,0.0000
2020/12/31,1558.HK,东阳光长江药业(退市),0.005431658,16.2709,0.0114
2020/12/31,1585.HK,雅迪控股,0.211504363,0.0000,0.0000
2020/12/31,1610.HK,中粮家佳康,-0.113067992,1.7844,0.0000
2020/12/31,1675.HK,亚信科技,0.063152896,2.2621,0.0000
2020/12/31,1765.HK,希教国际控股,-0.034803103,0.4537,0.0000
2020/12/31,1772.HK,赣锋锂业,-0.006086407,0.3544,0.0000
2020/12/31,1773.HK,天立国际控股,-0.06322145,0.5025,0.0000
2020/12/31,1776.HK,广发证券,0.056293096,5.5088,0.0000
2020/12/31,1789.HK,爱康医疗,0.004049452,0.5572,0.0000
2020/12/31,1818.HK,招金矿业,-0.000589376,0.4724,0.0000
2020/12/31,1873.HK,维亚生物,-0.002494797,0.2188,0.0012
2020/12/31,1890.HK,中国科培,0.046640061,1.8519,0.0000
2020/12/31,1908.HK,建发国际集团,0.012968849,6.8333,0.0000
2020/12/31,1966.HK,中骏集团控股,-0.060430917,7.5000,0.0000
2020/12/31,1995.HK,永升服务,0.059099833,0.2814,0.0000
2020/12/31,2001.HK,新高教集团,-0.012880889,0.9772,0.0000
2020/12/31,2013.HK,微盟集团,-0.071574908,0.0000,0.0000
2020/12/31,2039.HK,中集集团,-0.022518263,1.1566,0.0000
2020/12/31,2202.HK,万科企业,0.02354106,4.1742,0.0000
2020/12/31,2208.HK,金风科技,-0.051484614,1.1232,0.0000
2020/12/31,2233.HK,西部水泥,0.081861691,9.4957,0.0000
2020/12/31,2338.HK,潍柴动力,0.072258886,2.0270,0.0000
2020/12/31,2342.HK,京信通信,0.019911291,0.9735,0.0000
2020/12/31,2400.HK,心动公司,0.111768988,0.0000,0.0000
2020/12/31,2500.HK,启明医疗-B,-0.024505521,0.0000,0.0000
2020/12/31,3309.HK,希玛医疗,-0.006698056,0.3484,0.0000
2020/12/31,3319.HK,雅生活服务,0.045782124,1.4309,0.0000
2020/12/31,3339.HK,中国龙工,0.105227719,10.4167,0.0000
2020/12/31,3347.HK,泰格医药,10.94322639,0.0000,0.0000
2020/12/31,3759.HK,康龙化成,0.005711743,0.1245,0.0000
2020/12/31,3800.HK,协鑫科技,0.027247956,0.0000,0.0000
2020/12/31,3868.HK,信义能源,0.056354056,2.5665,0.0000
2020/12/31,3933.HK,联邦制药,0.089102254,1.3936,0.0000
2020/12/31,3969.HK,中国通号,0.030739791,8.4297,0.0000
2020/12/31,6049.HK,保利物业,0.031026174,0.5370,0.0000
2020/12/31,6055.HK,中烟香港,0.028269661,1.0767,0.0000
2020/12/31,6078.HK,海吉亚医疗,0.034097843,0.0000,0.0000
2020/12/31,6618.HK,京东健康,0.096819853,0.0000,0.0000
2020/12/31,6690.HK,海尔智家,0.10158741,0.0000,0.0000
2020/12/31,9909.HK,宝龙商业,0.110268352,0.8065,0.0008
2020/12/31,9922.HK,九毛九,0.28832109,0.0000,0.0000
2020/12/31,9923.HK,移卡,0.018449747,0.0000,0.0000
2020/12/31,9928.HK,时代邻里,-0.217744012,0.4972,0.0000
2020/12/31,9966.HK,康宁杰瑞制药-B,-0.035693106,0.0000,0.0000
2020/12/31,9983.HK,建业新生活,0.535181087,0.0000,0.0000
2021/12/31,0001.HK,长和,0.064377884,4.6004,0.0056
2021/12/31,0002.HK,中电控股,0.040598102,3.9365,0.0000
2021/12/31,0003.HK,香港中华煤气,0.009705578,2.8830,0.0000
2021/12/31,0004.HK,九龙仓集团,0.071875522,1.6701,0.0000
2021/12/31,0005.HK,汇丰控股,0.053928132,2.4821,0.0000
2021/12/31,0006.HK,电能实业,0.01010133,5.7819,0.0000
2021/12/31,0008.HK,电讯盈科,0.0478842,8.1468,0.0000
2021/12/31,0011.HK,恒生银行,0.045346159,3.8542,0.0000
2021/12/31,0012.HK,恒基地产,0.016704325,5.4217,0.0000
2021/12/31,0013.HK,和黄医药,2.756705295,0.0000,0.0000
2021/12/31,0014.HK,希慎兴业,0.053845039,5.9751,0.0049
2021/12/31,0016.HK,新鸿基地产,0.027720092,5.2326,0.0000
2021/12/31,0017.HK,新世界发展,0.007310564,6.6775,0.0103
2021/12/31,0019.HK,太古股份公司A,0.056316542,3.8331,0.0000
2021/12/31,0023.HK,东亚银行,0.024529368,3.5714,0.0000
2021/12/31,0027.HK,银河娱乐,-0.04946054,0.0000,0.0000
2021/12/31,0066.HK,港铁公司,-0.024047662,2.9391,0.0000
2021/12/31,0083.HK,信和置业,0.031027492,8.5479,0.0000
2021/12/31,0101.HK,恒隆地产,0.002038994,4.7382,0.0000
2021/12/31,0123.HK,越秀地产,0.078494155,1.7467,0.0000
2021/12/31,0135.HK,昆仑能源,0.088554594,38.3598,0.0000
2021/12/31,0136.HK,中国儒意,-0.011610985,0.0000,0.0000
2021/12/31,0144.HK,招商局港口,0.050440413,4.8592,0.0000
2021/12/31,0148.HK,建滔集团,0.126188576,6.0079,0.0000
2021/12/31,0151.HK,中国旺旺,0.059704913,2.2905,0.0219
2021/12/31,0152.HK,深圳国际,-0.07558012,11.8519,0.0000
2021/12/31,0165.HK,中国光大控股,0.000810491,5.2575,0.0000
2021/12/31,0168.HK,青岛啤酒股份,0.032295445,1.2329,0.0000
2021/12/31,0175.HK,吉利汽车,-0.018923896,0.9390,0.0000
2021/12/31,0177.HK,江苏宁沪高速公路,-0.015525498,6.9825,0.0000
2021/12/31,0200.HK,新濠国际发展,-0.116901765,0.0000,0.0000
2021/12/31,0220.HK,统一企业中国,0.069189597,6.0000,0.0000
2021/12/31,0241.HK,阿里健康,0.011654577,0.0000,0.0000
2021/12/31,0257.HK,光大环境,-0.128973142,4.7923,0.0000
2021/12/31,0267.HK,中信股份,0.021181083,6.3377,0.0000
2021/12/31,0268.HK,金蝶国际,0.00109665,0.0000,0.0000
2021/12/31,0270.HK,粤海投资,0.004536273,5.9475,0.0000
2021/12/31,0285.HK,比亚迪电子,0.00288622,1.0260,0.0000
2021/12/31,0288.HK,万洲国际,0.017497698,3.5787,0.0000
2021/12/31,0291.HK,华润啤酒,0.013754159,0.4714,0.0000
2021/12/31,0293.HK,国泰航空,-0.115054299,0.0000,0.0000
2021/12/31,0303.HK,伟易达,0.014722616,11.5734,0.0000
2021/12/31,0322.HK,康师傅控股,0.070300617,5.3648,0.0000
2021/12/31,0336.HK,华宝国际,0.039639488,1.0417,0.0000
2021/12/31,0338.HK,上海石油化工股份,-0.006143965,6.7598,0.0000
2021/12/31,0345.HK,维他奶国际,0.031794612,2.0839,0.0000
2021/12/31,0354.HK,中国软件国际,0.035483633,0.2854,0.0000
2021/12/31,0358.HK,江西铜业股份,-0.022259789,0.9752,0.0000
2021/12/31,0371.HK,北控水务集团,-0.039967412,5.3465,0.0000
2021/12/31,0384.HK,中国燃气,-0.000439077,3.3951,0.0128
2021/12/31,0386.HK,中国石油化工股份,0.030696108,6.4574,0.0000
2021/12/31,0388.HK,香港交易所,0.015277959,1.7940,0.0000
2021/12/31,0390.HK,中国中铁,-0.014633563,5.2600,0.0000
2021/12/31,0392.HK,北京控股,-0.001358973,4.2379,0.0000
2021/12/31,0410.HK,SOHO中国,0.004267688,0.0000,0.0000
2021/12/31,0425.HK,敏实集团,-0.006541862,1.6652,0.0000
2021/12/31,0489.HK,东风集团股份,-0.018505834,1.7269,0.0000
2021/12/31,0493.HK,国美零售,0.000660711,0.0000,0.0000
2021/12/31,0512.HK,远大医药,0.041713632,1.7028,0.0000
2021/12/31,0522.HK,ASMPT,0.046925267,3.2047,0.0000
