日期,证券代码,证券名称,现金流量比例,股息率,回购比例
2017/12/29,0939.HK,建设银行,0.048781761,4.4375,0.0000
2017/12/29,0941.HK,中国移动,0.029526241,3.4473,0.0000
2017/12/29,0958.HK,华能新能源(退市),-0.006166474,1.7740,0.0000
2017/12/29,0960.HK,龙湖集团,-0.011001149,2.7222,0.0000
2017/12/29,0966.HK,中国太平,0.099113322,0.3413,0.0000
2017/12/29,0968.HK,信义光能,-0.161788666,4.6358,0.0000
2017/12/29,0981.HK,中芯国际,-0.034320916,0.0000,0.0000
2017/12/29,0991.HK,大唐发电,0.02059914,0.0000,0.0000
2017/12/29,0992.HK,联想集团,0.017953398,6.0091,0.0000
2017/12/29,0998.HK,中信银行,0.04200358,4.9739,0.0000
2017/12/29,1031.HK,金利丰金融(退市),0.003657762,0.3333,0.0000
2017/12/29,1038.HK,长江基建集团,0.022532894,3.3656,0.0000
2017/12/29,1044.HK,恒安国际,0.038643269,2.6112,0.0000
2017/12/29,1055.HK,中国南方航空股份,0.026216451,1.4176,0.0000
2017/12/29,1060.HK,大麦娱乐,-0.073827119,0.0000,0.0000
2017/12/29,1066.HK,威高股份,0.018862175,1.7504,0.0000
2017/12/29,1088.HK,中国神华,0.119795322,16.8015,0.0000
2017/12/29,1093.HK,石药集团,0.033630969,0.7605,0.0000
2017/12/29,1099.HK,国药控股,0.044849156,1.7024,0.0000
2017/12/29,1109.HK,华润置地,0.037748505,3.0609,0.0000
2017/12/29,1112.HK,H&H国际控股,0.058623967,0.0000,0.0000
2017/12/29,1113.HK,长实集团,0.129899474,2.2401,0.0311
2017/12/29,1114.HK,华晨中国,-0.023035934,0.5263,0.0000
2017/12/29,1128.HK,永利澳门,-0.009277485,1.6970,0.0000
2017/12/29,1138.HK,中远海能,0.186778008,5.1062,0.0000
2017/12/29,1169.HK,海尔电器(退市),0.076726603,0.7944,0.0000
2017/12/29,1171.HK,兖矿能源,0.030829172,1.5011,0.0000
2017/12/29,1177.HK,中国生物制药,0.053305126,0.4329,0.0000
2017/12/29,1186.HK,中国铁建,0.011646458,2.0265,0.0000
2017/12/29,1193.HK,华润燃气,0.044443867,1.5873,0.0000
2017/12/29,1199.HK,中远海运港口,-0.005669172,3.1734,0.0000
2017/12/29,1208.HK,五矿资源,-0.00235665,0.0000,0.0000
2017/12/29,1288.HK,农业银行,0.043751885,5.3532,0.0000
2017/12/29,1293.HK,广汇宝信,0.046584983,0.0000,0.0000
2017/12/29,1299.HK,友邦保险,0.001655934,1.2851,0.0000
2017/12/29,1313.HK,华润建材科技,0.052968844,1.7510,0.0000
2017/12/29,1316.HK,耐世特,0.009309193,1.0000,0.0000
2017/12/29,1333!3.HK,中国忠旺(退市),-0.032212974,4.9065,0.0000
2017/12/29,1336.HK,新华保险,0.007325462,1.0281,0.0000
2017/12/29,1339.HK,中国人民保险集团,0.023938594,1.0059,0.0000
2017/12/29,1347.HK,华虹半导体,0.004387908,1.8094,0.0000
2017/12/29,1357.HK,美图公司,-0.023937381,0.0000,0.0000
2017/12/29,1359.HK,中国信达,0.050431236,4.8903,0.0000
2017/12/29,1363.HK,中滔环保(退市),0.009057983,1.8759,0.0000
2017/12/29,1398.HK,工商银行,0.009901674,4.2539,0.0000
2017/12/29,1458.HK,周黑鸭,0.040032845,1.2195,0.0000
2017/12/29,1515.HK,华润医疗,0.014074186,0.6389,0.0000
2017/12/29,1530.HK,三生制药,0.023695377,0.0000,0.0000
2017/12/29,1618.HK,中国中冶,0.050266741,2.9861,0.0000
2017/12/29,1658.HK,邮储银行,0.031459777,2.0834,0.0000
2017/12/29,1668.HK,华南城,0.013455668,2.4390,0.0000
2017/12/29,1766.HK,中国中车,0.028195267,2.8731,0.0000
2017/12/29,1788.HK,国泰君安国际,-0.137299131,3.0612,0.0000
2017/12/29,1800.HK,中国交通建设,-0.01143568,2.5044,0.0000
2017/12/29,1813.HK,合景泰富集团,-0.03241794,6.3592,0.0000
2017/12/29,1816.HK,中广核电力,-0.003858905,2.7259,0.0000
2017/12/29,1882.HK,海天国际,0.055394022,1.5745,0.0000
2017/12/29,1888.HK,建滔积层板,0.198781052,9.1954,0.0000
2017/12/29,1898.HK,中煤能源,0.017006298,1.2664,0.0000
2017/12/29,1918.HK,融创中国,0.019864632,0.8995,0.0000
2017/12/29,1919.HK,中远海控,-0.05067079,0.0000,0.0000
2017/12/29,1928.HK,金沙中国有限公司,0.004315947,4.9318,0.0000
2017/12/29,1929.HK,周大福,0.059255472,6.2195,0.0000
2017/12/29,1958.HK,北京汽车,0.054138923,3.2613,0.0000
2017/12/29,1970.HK,IMAX CHINA,0.003113972,0.0000,0.0000
2017/12/29,1972.HK,太古地产,0.045648119,2.8175,0.0000
2017/12/29,1988.HK,民生银行,0.198332942,4.1220,0.0000
2017/12/29,1997.HK,九龙仓置业,0.1845027,0.0000,0.0000
2017/12/29,1999.HK,敏华控股,0.038188396,3.7685,0.0090
2017/12/29,2007.HK,碧桂园,0.074730629,1.3161,0.0072
2017/12/29,2009.HK,金隅集团,0.001080613,1.4648,0.0000
2017/12/29,2018.HK,瑞声科技,0.008333044,1.0545,0.0043
2017/12/29,2020.HK,安踏体育,0.032607586,2.1439,0.0000
2017/12/29,2038.HK,富智康集团,0.005743809,5.8181,0.0000
2017/12/29,2186.HK,绿叶制药,0.015573066,1.2318,0.0133
2017/12/29,2196.HK,复星医药,0.002636935,0.7976,0.0000
2017/12/29,2238.HK,广汽集团,-0.003540485,1.8458,0.0000
2017/12/29,2269.HK,药明生物,-0.224508825,0.0000,0.0000
2017/12/29,2282.HK,美高梅中国,-0.045027031,1.1797,0.0023
2017/12/29,2313.HK,申洲国际,0.013190696,1.6129,0.0000
2017/12/29,2314.HK,理文造纸,0.004149907,2.3810,0.0070
2017/12/29,2318.HK,中国平安,0.038892811,1.0632,0.0000
2017/12/29,2319.HK,蒙牛乳业,0.015776123,0.4387,0.0000
2017/12/29,2328.HK,中国财险,0.039113127,2.3567,0.0000
2017/12/29,2333.HK,长城汽车,0.019710149,4.4075,0.0000
2017/12/29,2357.HK,中航科工,-0.030745453,0.5439,0.0000
2017/12/29,2380.HK,中国电力,-0.035051684,8.8049,0.0000
2017/12/29,2382.HK,舜宇光学科技,0.014779163,0.3233,0.0000
2017/12/29,2386.HK,中石化炼化工程,0.081832915,2.3509,0.0000
2017/12/29,2388.HK,中银香港,-0.03592185,4.7475,0.0000
2017/12/29,2588.HK,中银航空租赁,-0.049550211,3.3628,0.0000
2017/12/29,2600.HK,中国铝业,0.031380446,0.0000,0.0000
2017/12/29,2601.HK,中国太保,0.051137433,2.1381,0.0000
2017/12/29,2607.HK,上海医药,-0.010887515,1.9499,0.0000
2017/12/29,2611.HK,国泰海通,-0.061775656,0.0000,0.0000
2017/12/29,2628.HK,中国人寿,0.02896028,1.1086,0.0000
2017/12/29,2688.HK,新奥能源,0.034106981,1.4888,0.0000
2017/12/29,2689.HK,玖龙纸业,-0.001758438,2.8155,0.0000
2017/12/29,2727.HK,上海电气,0.062791489,0.0000,0.0000
2017/12/29,2777.HK,富力地产,-0.025774244,6.4894,0.0000
2017/12/29,2799.HK,中信金融资产,-0.055548045,4.6206,0.0000
2017/12/29,2866.HK,中远海发,0.029161215,0.0000,0.0000
2017/12/29,2883.HK,中海油田服务,0.008086485,0.7453,0.0000
2017/12/29,2888.HK,渣打集团,0.011255303,0.0000,0.0000
2017/12/29,2899.HK,紫金矿业,0.028725257,2.3280,0.0000
2017/12/29,3311.HK,中国建筑国际,0.025916098,3.0165,0.0000
2017/12/29,3320.HK,华润医药,0.017717353,0.8893,0.0000
2017/12/29,3323.HK,中国建材,0.011749098,0.6985,0.0000
2017/12/29,3328.HK,交通银行,0.064065417,5.3515,0.0000
2017/12/29,3333.HK,中国恒大(退市),-0.073037299,0.0000,0.0287
2017/12/29,3360.HK,远东宏信,-0.137969439,3.4483,0.0000
2017/12/29,3377.HK,远洋集团,0.170719487,3.6920,0.0000
2017/12/29,3380.HK,龙光集团,0.075024767,3.0941,0.0036
2017/12/29,3383.HK,雅居乐集团,0.064697518,3.7943,0.0000
2017/12/29,3396.HK,联想控股,0.022037054,0.7720,0.0000
2017/12/29,3606.HK,福耀玻璃,-0.000551456,2.5736,0.0000
2017/12/29,3618.HK,重庆农村商业银行,0.008014299,4.0903,0.0000
2017/12/29,3799.HK,达利食品(退市),0.058050944,2.5352,0.0000
2017/12/29,3800.HK,协鑫科技,-0.042301151,0.0000,0.0000
2017/12/29,3808.HK,中国重汽,0.132629518,0.9091,0.0000
2017/12/29,3888.HK,金山软件,0.031542542,0.3846,0.0000
2017/12/29,3898.HK,时代电气,0.000527186,1.0156,0.0000
2017/12/29,3899.HK,中集安瑞科,0.081670294,0.0000,0.0000
2017/12/29,3900.HK,绿城中国,0.026501924,1.3661,0.0000
2017/12/29,3908.HK,中金公司,-0.103371246,1.1291,0.0000
2017/12/29,3958.HK,东方证券,0.016321317,2.3107,0.0000
2017/12/29,3968.HK,招商银行,-0.026075422,2.6971,0.0000
2017/12/29,3988.HK,中国银行,0.010027492,5.0075,0.0000
2017/12/29,3993.HK,洛阳钼业,0.027199846,0.7865,0.0000
2017/12/29,6030.HK,中信证券,-0.059551565,2.4834,0.0000
2017/12/29,6060.HK,众安在线,0.507380643,0.0000,0.0000
2017/12/29,6088.HK,鸿腾精密,0.045762468,0.8885,0.0000
2017/12/29,6099.HK,招商证券,-0.011462848,1.7657,0.0000
2017/12/29,6808.HK,高鑫零售,0.035301481,2.7845,0.0000
2017/12/29,6818.HK,中国光大银行,0.104373814,3.0809,0.0000
2017/12/29,6837.HK,海通证券(退市),-0.042924203,2.2136,0.0000
2017/12/29,6881.HK,中国银河,0.086995123,3.0856,0.0000
2017/12/29,6886.HK,华泰证券,0.054901007,3.6872,0.0000
2017/12/29,0081.HK,中国海外宏洋集团,0.141910017,0.4673,0.0000
2017/12/29,0268.HK,金蝶国际,0.014180503,0.0000,0.0157
2017/12/29,0347.HK,鞍钢股份,0.039856826,1.0741,0.0000
2017/12/29,0354.HK,中国软件国际,-0.004883492,0.2312,0.0000
2017/12/29,0546.HK,阜丰集团,0.046752736,2.2745,0.0000
2017/12/29,0581.HK,中国东方集团,0.093309435,2.5729,0.0000
2017/12/29,0598.HK,中国外运,0.009710806,3.2718,0.0000
2017/12/29,0686.HK,北京能源国际,-0.100835858,0.0000,0.0000
2017/12/29,0763.HK,中兴通讯,-0.007171694,0.0000,0.0000
2017/12/29,0799.HK,IGG,0.010047749,2.0972,0.0221
2017/12/29,0819.HK,天能动力,0.088566201,3.1527,0.0000
2017/12/29,0855.HK,中国水务,-0.02138704,2.8289,0.0135
2017/12/29,0951.HK,超威动力,-0.045316199,1.6358,0.0000
2017/12/29,1030.HK,新城发展,0.05732352,1.1567,0.0000
2017/12/29,1141.HK,民银资本,-0.062922919,0.0000,0.0000
2017/12/29,1211.HK,比亚迪股份,-0.044873524,0.9153,0.0000
2017/12/29,1250.HK,山高新能源,-0.090179309,0.0000,0.0000
2017/12/29,1317.HK,枫叶教育,0.03632934,1.5939,0.0000
2017/12/29,1478.HK,丘钛科技,-0.062028461,0.3545,0.0000
2017/12/29,1548.HK,金斯瑞生物科技,0.003943237,0.0601,0.0000
2017/12/29,1569.HK,民生教育,-0.604297291,0.0000,0.0000
2017/12/29,1628.HK,禹洲集团,0.110558431,5.2758,0.0000
2017/12/29,1638.HK,佳兆业集团,0.04840977,0.0000,0.0000
2017/12/29,1728.HK,正通汽车,-0.016922395,1.2642,0.0000
2017/12/29,1776.HK,广发证券,0.027869689,2.5127,0.0000
2017/12/29,1818.HK,招金矿业,0.003122196,0.7587,0.0000
2017/12/29,1966.HK,中骏集团控股,-0.007586609,4.1543,0.0000
2017/12/29,1980.HK,天鸽互动,0.05056595,1.1364,0.0368
2017/12/29,2039.HK,中集集团,-0.04353728,0.4556,0.0000
2017/12/29,2202.HK,万科企业,0.047663349,2.9167,0.0000
2017/12/29,2208.HK,金风科技,-0.035394207,1.7216,0.0000
2017/12/29,2233.HK,西部水泥,0.107023716,0.0000,0.0000
2017/12/29,2331.HK,李宁,0.049012461,0.0000,0.0000
2017/12/29,2338.HK,潍柴动力,0.026039965,4.7085,0.0000
2017/12/29,2343.HK,太平洋航运,-0.022278327,0.0000,0.0000
2017/12/29,2666.HK,环球医疗,-0.074779058,2.2636,0.0000
2017/12/29,2768.HK,佳源国际控股(退市),0.163020712,0.0000,0.0000
2017/12/29,2869.HK,绿城服务,0.046195539,0.6536,0.0000
2017/12/29,3301.HK,融信中国,-0.244316824,0.0000,0.0000
2017/12/29,3339.HK,中国龙工,0.184832515,1.8076,0.0000
2017/12/29,3836.HK,和谐汽车,-0.057397119,0.0000,0.0230
2017/12/29,3883.HK,中国奥园,0.128112416,3.9627,0.0000
2017/12/29,3933.HK,联邦制药,0.048179737,0.0000,0.0000
2017/12/29,6169.HK,宇华教育,0.031587499,2.0408,0.0000
2017/12/29,6869.HK,长飞光纤光缆,0.036689264,0.8056,0.0000
2018/12/31,0001.HK,长和,0.040844874,3.7899,0.0004
2018/12/31,0002.HK,中电控股,0.047433883,3.2881,0.0000
2018/12/31,0003.HK,香港中华煤气,0.009000631,2.1605,0.0000
2018/12/31,0004.HK,九龙仓集团,0.031181588,7.7941,0.0000
2018/12/31,0005.HK,汇丰控股,-0.003437688,6.1546,0.0000
2018/12/31,0006.HK,电能实业,0.008721302,29.9083,0.0000
2018/12/31,0008.HK,电讯盈科,0.026394031,6.5965,0.0000
2018/12/31,0010.HK,恒隆集团,0.061237687,4.0120,0.0000
2018/12/31,0011.HK,恒生银行,0.002596022,3.8111,0.0000
2018/12/31,0012.HK,恒基地产,-0.099921176,4.3846,0.0000
2018/12/31,0014.HK,希慎兴业,0.049096287,3.6779,0.0000
2018/12/31,0016.HK,新鸿基地产,-0.003254576,4.1667,0.0000
2018/12/31,0017.HK,新世界发展,-0.00851556,4.6332,0.0024
2018/12/31,0019.HK,太古股份公司A,0.053706648,2.5393,0.0000
2018/12/31,0020!2.HK,会德丰(退市),0.061826941,3.1844,0.0000
2018/12/31,0023.HK,东亚银行,0.017838299,5.1406,0.0000
2018/12/31,0027.HK,银河娱乐,0.058470183,1.4859,0.0000
2018/12/31,0054.HK,合和实业(退市),0.021847384,9.9709,0.0013
2018/12/31,0066.HK,港铁公司,0.030904699,2.7184,0.0000
2018/12/31,0069.HK,香格里拉(亚洲),0.001421049,1.4655,0.0000
2018/12/31,0083.HK,信和置业,-0.07543965,7.3025,0.0000
2018/12/31,0087.HK,太古股份公司B,0.058357666,3.2159,0.0001
2018/12/31,0101.HK,恒隆地产,0.037622454,5.0268,0.0000
2018/12/31,0119.HK,保利置业集团,0.079947677,5.5102,0.0000
2018/12/31,0123.HK,越秀地产,-0.051531894,6.3889,0.0000
2018/12/31,0135.HK,昆仑能源,0.008056081,3.1084,0.0000
2018/12/31,0136.HK,中国儒意,0.004074157,0.0000,0.0000
2018/12/31,0142.HK,第一太平,-0.008751504,4.4702,0.0000
2018/12/31,0144.HK,招商局港口,0.040013862,15.3191,0.0000
2018/12/31,0148.HK,建滔集团,-0.032392529,7.6555,0.0000
2018/12/31,0151.HK,中国旺旺,0.072232533,4.4416,0.0013
2018/12/31,0152.HK,深圳国际,0.00679701,6.6313,0.0002
2018/12/31,0165.HK,中国光大控股,-0.014854387,6.1239,0.0000
2018/12/31,0168.HK,青岛啤酒股份,0.022809634,1.6139,0.0000
2018/12/31,0173.HK,嘉华国际,-0.0729129,4.8387,0.0000
2018/12/31,0175.HK,吉利汽车,0.015550328,2.1014,0.0000
2018/12/31,0177.HK,江苏宁沪高速公路,-0.028379841,4.9222,0.0000
2018/12/31,0178.HK,莎莎国际,0.060695614,5.9122,0.0000
2018/12/31,0200.HK,新濠国际发展,0.120916495,0.3885,0.0104
2018/12/31,0215.HK,和记电讯香港,0.116961505,2.8938,0.0000
2018/12/31,0220.HK,统一企业中国,0.044039548,2.5846,0.0000
2018/12/31,0241.HK,阿里健康,-0.001023831,0.0000,0.0000
2018/12/31,0257.HK,光大环境,-0.077537879,3.4188,0.0000
2018/12/31,0267.HK,中信股份,0.013931634,2.9316,0.0000
2018/12/31,0270.HK,粤海投资,0.056510125,3.2034,0.0000
2018/12/31,0272.HK,瑞安房地产,0.053223729,5.7471,0.0000
2018/12/31,0285.HK,比亚迪电子,-0.009859706,2.8592,0.0000
2018/12/31,0288.HK,万洲国际,0.007271108,4.4776,0.0000
2018/12/31,0291.HK,华润啤酒,0.02111834,0.6216,0.0000
2018/12/31,0293.HK,国泰航空,-0.075075864,0.4488,0.0000
2018/12/31,0303.HK,伟易达,0.008367884,9.6812,0.0000
2018/12/31,0308.HK,香港中旅,0.009019518,4.0670,0.0000
2018/12/31,0316.HK,东方海外国际,-0.001976472,0.3151,0.0000
2018/12/31,0322.HK,康师傅控股,0.052576004,1.8677,0.0000
2018/12/31,0323.HK,马鞍山钢铁股份,0.04267251,5.7704,0.0000
2018/12/31,0338.HK,上海石油化工股份,0.113756072,10.6997,0.0000
2018/12/31,0345.HK,维他奶国际,0.01969802,1.1792,0.0000
2018/12/31,0358.HK,江西铜业股份,-0.009694583,2.6596,0.0000
2018/12/31,0363.HK,上海实业控股,0.025925422,5.9343,0.0000
2018/12/31,0371.HK,北控水务集团,-0.070716723,3.8847,0.0003
2018/12/31,0384.HK,中国燃气,-0.002285213,1.2545,0.0016
2018/12/31,0386.HK,中国石油化工股份,0.090683935,10.9903,0.0000
2018/12/31,0388.HK,香港交易所,0.011923985,2.3831,0.0000
2018/12/31,0390.HK,中国中铁,0.025967207,1.9237,0.0000
2018/12/31,0392.HK,北京控股,-0.003181178,2.3614,0.0000
2018/12/31,0410.HK,SOHO中国,-0.055956879,38.9753,0.0000
2018/12/31,0425.HK,敏实集团,-0.0056123,3.3663,0.0000
2018/12/31,0460.HK,四环医药,0.051022669,2.7007,0.0000
2018/12/31,0489.HK,东风集团股份,-0.00220407,5.9056,0.0000
2018/12/31,0493.HK,国美零售,-0.033736486,0.0000,0.0000
2018/12/31,0494.HK,利丰(退市),0.005614364,49.2683,0.0000
2018/12/31,0522.HK,ASMPT,0.020499186,3.3135,0.0079
2018/12/31,0551.HK,裕元集团,0.000760956,19.9601,0.0171
2018/12/31,0552.HK,中国通信服务,0.091631075,2.6174,0.0000
2018/12/31,0570.HK,中国中药,0.024346741,2.1294,0.0000
2018/12/31,0576.HK,浙江沪杭甬,-0.015229704,6.9246,0.0000
2018/12/31,0581.HK,中国东方集团,0.141315642,9.8712,0.0000
2018/12/31,0582.HK,神话世界,-0.126341796,0.0000,0.0066
2018/12/31,0586.HK,海螺创业,-0.015193802,2.1459,0.0000
2018/12/31,0590.HK,六福集团,0.019250963,4.9217,0.0000
2018/12/31,0604.HK,深圳控股,-0.060639558,6.9498,0.0000
2018/12/31,0606!1.HK,中国粮油控股(退市),-0.027758656,8.9247,0.0000
2018/12/31,0607.HK,丰盛控股,0.014732212,1.0444,0.0000
2018/12/31,0656.HK,复星国际,0.047097864,3.0702,0.0064
2018/12/31,0658.HK,中国高速传动,0.047853668,2.4000,0.0000
2018/12/31,0659.HK,周大福创建,0.046314282,4.8568,0.0000
2018/12/31,0665.HK,海通国际(退市),-0.040080007,11.3821,0.0000
2018/12/31,0669.HK,创科实业,0.002756936,1.6226,0.0043
2018/12/31,0670.HK,中国东方航空股份,0.046872633,1.4450,0.0000
2018/12/31,0683.HK,嘉里建设,0.099916857,5.6075,0.0000
2018/12/31,0688.HK,中国海外发展,-0.076832851,2.9740,0.0000
2018/12/31,0694.HK,北京首都机场股份,0.061493539,3.4564,0.0000
2018/12/31,0696.HK,中国民航信息网络,0.030579631,1.5225,0.0000
2018/12/31,0698.HK,通达集团,-0.026296051,6.9231,0.0000
2018/12/31,0699!2.HK,神州租车(退市),0.033670346,0.0000,0.0152
2018/12/31,0700.HK,腾讯控股,0.018403008,0.2803,0.0003
2018/12/31,0728.HK,中国电信,0.014734919,2.8750,0.0000
2018/12/31,0751.HK,创维集团,-0.114280048,8.8757,0.0000
2018/12/31,0753.HK,中国国航,0.046222198,2.0805,0.0000
2018/12/31,0762.HK,中国联通,0.042237527,0.7661,0.0000
2018/12/31,0772.HK,阅文集团,0.010668896,0.0000,0.0000
2018/12/31,0788.HK,中国铁塔,-0.091117803,0.0000,0.0000
2018/12/31,0806.HK,惠理集团,0.040137639,19.1529,0.0000
2018/12/31,0813.HK,世茂集团,0.038205308,4.7847,0.0259
2018/12/31,0817.HK,中国金茂,-0.145009914,7.4347,0.0023
2018/12/31,0836.HK,华润电力,0.014812086,5.8101,0.0000
2018/12/31,0839.HK,中教控股,0.015168563,0.0000,0.0000
2018/12/31,0857.HK,中国石油股份,0.068309981,3.1871,0.0000
2018/12/31,0867.HK,康哲药业,0.042196785,4.4643,0.0017
2018/12/31,0868.HK,信义玻璃,0.006610455,5.5427,0.0091
2018/12/31,0874.HK,白云山,0.046728396,1.6563,0.0000
2018/12/31,0880.HK,澳博控股,-0.066083966,2.7397,0.0000
2018/12/31,0881.HK,中升控股,0.044072155,2.3196,0.0000
2018/12/31,0883.HK,中国海洋石油,0.064772511,4.1322,0.0000
2018/12/31,0884.HK,旭辉控股集团,0.045030274,5.5288,0.0022
2018/12/31,0902.HK,华能国际电力股份,0.008993948,2.4732,0.0000
2018/12/31,0914.HK,海螺水泥,0.060582805,3.8787,0.0000
2018/12/31,0916.HK,龙源电力,0.022936281,2.1182,0.0000
2018/12/31,0939.HK,建设银行,0.002996355,5.3430,0.0000
2018/12/31,0941.HK,中国移动,0.025191153,8.5003,0.0000
2018/12/31,0958.HK,华能新能源(退市),0.02966571,2.5014,0.0000
2018/12/31,0960.HK,龙湖集团,-0.028271488,3.9261,0.0000
2018/12/31,0966.HK,中国太平,0.103166238,0.4651,0.0000
2018/12/31,0968.HK,信义光能,-0.037753563,5.4545,0.0000
2018/12/31,0981.HK,中芯国际,-0.017911962,0.0000,0.0034
2018/12/31,0991.HK,大唐发电,0.039831859,5.7974,0.0000
2018/12/31,0992.HK,联想集团,-0.016657873,5.0095,0.0000
2018/12/31,0998.HK,中信银行,0.009578196,6.7432,0.0000
2018/12/31,1030.HK,新城发展,-0.083158391,3.7278,0.0041
2018/12/31,1038.HK,长江基建集团,0.012910212,4.0135,0.0000
2018/12/31,1044.HK,恒安国际,0.026079527,4.5201,0.0093
2018/12/31,1055.HK,中国南方航空股份,0.016666626,2.5155,0.0000
2018/12/31,1060.HK,大麦娱乐,-0.058092495,0.0000,0.0000
2018/12/31,1066.HK,威高股份,-0.009791368,1.6861,0.0000
2018/12/31,1071.HK,华电国际电力股份,-0.038130286,0.6170,0.0000
2018/12/31,1083.HK,港华智慧能源,-0.011110759,2.5818,0.0000
2018/12/31,1088.HK,中国神华,0.143075004,6.5719,0.0000
2018/12/31,1093.HK,石药集团,0.020791711,1.3274,0.0008
2018/12/31,1099.HK,国药控股,-0.001243828,2.0407,0.0000
2018/12/31,1109.HK,华润置地,0.019922249,3.2126,0.0000
2018/12/31,1112.HK,H&H国际控股,0.033430468,0.0000,0.0000
2018/12/31,1113.HK,长实集团,0.133950031,2.9668,0.0010
2018/12/31,1114.HK,华晨中国,-0.027617497,1.8868,0.0000
2018/12/31,1128.HK,永利澳门,0.069823363,5.6206,0.0000
2018/12/31,1138.HK,中远海能,-0.060984051,1.5215,0.0000
2018/12/31,1169.HK,海尔电器(退市),0.046959938,1.5057,0.0015
2018/12/31,1171.HK,兖矿能源,0.02667874,9.3434,0.0000
2018/12/31,1177.HK,中国生物制药,0.021164561,1.4535,0.0018
2018/12/31,1186.HK,中国铁建,-0.007578907,2.0304,0.0000
2018/12/31,1193.HK,华润燃气,0.032026358,1.7742,0.0000
2018/12/31,1199.HK,中远海运港口,0.001985807,3.0390,0.0000
2018/12/31,1208.HK,五矿资源,0.039851138,0.0000,0.0000
2018/12/31,1212.HK,利福国际(退市),0.06870835,5.3288,0.0690
2018/12/31,1233.HK,时代中国控股,-0.093796261,5.8621,0.0000
2018/12/31,1269.HK,首控集团,-0.03600628,0.0000,0.0000
2018/12/31,1288.HK,农业银行,0.034725974,6.4235,0.0000
2018/12/31,1299.HK,友邦保险,0.001225033,1.5385,0.0000
2018/12/31,1313.HK,华润建材科技,0.099531378,3.8298,0.0000
2018/12/31,1316.HK,耐世特,0.005744575,1.9606,0.0000
2018/12/31,1336.HK,新华保险,0.004812738,2.0235,0.0000
2018/12/31,1339.HK,中国人民保险集团,-0.005776532,1.5516,0.0000
2018/12/31,1347.HK,华虹半导体,0.006988514,2.1379,0.0000
2018/12/31,1357.HK,美图公司,-0.000422225,0.0000,0.0256
2018/12/31,1359.HK,中国信达,0.040945998,8.9472,0.0000
2018/12/31,1378.HK,中国宏桥,0.154371112,4.4944,0.0105
2018/12/31,1398.HK,工商银行,0.034127796,5.1864,0.0000
2018/12/31,1458.HK,周黑鸭,0.016409608,3.4682,0.0000
2018/12/31,1508.HK,中国再保险,0.027738842,3.6061,0.0000
2018/12/31,1515.HK,华润医疗,0.032149242,2.1484,0.0000
2018/12/31,1530.HK,三生制药,0.019095891,0.6823,0.0012
2018/12/31,1548.HK,金斯瑞生物科技,-0.000305239,0.0000,0.0025
2018/12/31,1618.HK,中国中冶,0.043655663,4.3904,0.0000
2018/12/31,1628.HK,禹洲集团,0.031633205,9.2879,0.0006
2018/12/31,1638.HK,佳兆业集团,-0.026405623,4.7200,0.0000
2018/12/31,1658.HK,邮储银行,-0.051920457,4.2373,0.0000
2018/12/31,1668.HK,华南城,-0.011237169,4.5045,0.0000
2018/12/31,1728.HK,正通汽车,-0.045474656,2.9979,0.0171
2018/12/31,1766.HK,中国中车,0.017658091,2.4013,0.0000
2018/12/31,1787.HK,山东黄金,-0.003257609,0.0000,0.0000
2018/12/31,1788.HK,国泰君安国际,-0.186098026,7.1429,0.0000
2018/12/31,1800.HK,中国交通建设,0.003080176,3.8895,0.0000
2018/12/31,1813.HK,合景泰富集团,-0.102588594,7.1934,0.0000
2018/12/31,1816.HK,中广核电力,0.022656673,4.4839,0.0000
2018/12/31,1833.HK,平安好医生,0.186713987,0.0000,0.0000
2018/12/31,1882.HK,海天国际,0.023526094,3.4437,0.0000
2018/12/31,1888.HK,建滔积层板,0.048973621,13.1889,0.0000
2018/12/31,1898.HK,中煤能源,0.052617922,2.1376,0.0000
2018/12/31,1918.HK,融创中国,0.114515728,2.4039,0.0000
2018/12/31,1919.HK,中远海控,-0.038641207,0.0000,0.0000
2018/12/31,1928.HK,金沙中国有限公司,0.006499562,5.8017,0.0000
2018/12/31,1929.HK,周大福,0.021857443,8.7289,0.0000
2018/12/31,1958.HK,北京汽车,0.054814681,2.8983,0.0000
2018/12/31,1972.HK,太古地产,0.057285826,2.8000,0.0000
2018/12/31,1988.HK,民生银行,-0.050627876,4.6403,0.0000
2018/12/31,1997.HK,九龙仓置业,0.03729346,2.0277,0.0000
2018/12/31,1999.HK,敏华控股,0.030677039,7.9365,0.0020
2018/12/31,2007.HK,碧桂园,0.018473574,5.0829,0.0041
2018/12/31,2009.HK,金隅集团,-0.073348189,2.3919,0.0000
2018/12/31,2018.HK,瑞声科技,0.000944459,4.6205,0.0025
2018/12/31,2020.HK,安踏体育,0.027944738,2.6099,0.0000
2018/12/31,2048.HK,易居企业控股,-0.123101277,0.0000,0.0000
2018/12/31,2128.HK,中国联塑,-0.022028482,4.5918,0.0000
2018/12/31,2186.HK,绿叶制药,0.014678446,1.5963,0.0012
2018/12/31,2196.HK,复星医药,0.002712462,1.9995,0.0000
2018/12/31,2238.HK,广汽集团,0.057540268,8.2906,0.0000
2018/12/31,2269.HK,药明生物,-0.006402158,0.0000,0.0000
2018/12/31,2282.HK,美高梅中国,0.003415233,1.6210,0.0008
